WV      	 Sigma   
4176.646	    0.100
4177.397	    0.095
4178.147	    0.089
4178.898	    0.083
4179.649	    0.071
4180.400	    0.058
4181.151	    0.041
4181.902	    0.009
4182.653	    0.045
4183.405	    0.056
4184.157	    0.062
4184.908	    0.066
4185.660	    0.074
4186.412	    0.077
4187.164	    0.087
4187.917	    0.103
4188.669	    0.093
4189.422	    0.078
4190.174	    0.070
4190.927	    0.083
4191.680	    0.114
4192.433	    0.122
4193.186	    0.118
4193.940	    0.084
4194.693	    0.080
4195.447	    0.046
4196.201	    0.015
4196.955	    0.080
4197.709	    0.065
4198.463	    0.074
4199.217	    0.089
4199.972	    0.110
4200.726	    0.062
4201.481	    0.108
4202.236	    0.121
4202.991	    0.085
4203.746	    0.034
4204.501	    0.061
4205.257	    0.070
4206.012	    0.064
4206.768	    0.033
4207.524	    0.062
4208.280	    0.077
4209.036	    0.030
4209.792	    0.088
4210.548	    0.068
4211.305	    0.043
4212.061	    0.066
4212.818	    0.075
4213.575	    0.088
4214.332	    0.099
4215.089	    0.110
4215.846	    0.101
4216.604	    0.043
4217.361	    0.054
4218.119	    0.042
4218.877	    0.050
4219.635	    0.044
4220.393	    0.048
4221.151	    0.072
4221.910	    0.114
4222.668	    0.115
4223.427	    0.100
4224.186	    0.048
4224.945	    0.039
4225.704	    0.064
4226.463	    0.044
4227.222	    0.115
4227.982	    0.079
4228.741	    0.043
4229.501	    0.043
4230.261	    0.094
4231.021	    0.092
4231.781	    0.023
4232.542	    0.012
4233.302	    0.085
4234.063	    0.040
4234.823	    0.029
4235.584	    0.089
4236.345	    0.135
4237.106	    0.056
4237.868	    0.015
4238.629	    0.074
4239.390	    0.110
4240.152	    0.090
4240.914	    0.087
4241.676	    0.077
4242.438	    0.058
4243.200	    0.037
4243.963	    0.019
4244.725	    0.057
4245.488	    0.073
4246.250	    0.025
4247.013	    0.073
4247.776	    0.058
4248.540	    0.058
4249.303	    0.012
4250.066	    0.077
4250.830	    0.087
4251.594	    0.089
4252.357	    0.086
4253.121	    0.066
4253.886	    0.066
4254.650	    0.039
4255.414	    0.046
4256.179	    0.035
4256.944	    0.072
4257.708	    0.098
4258.473	    0.101
4259.238	    0.019
4260.004	    0.054
4260.769	    0.031
4261.535	    0.071
4262.300	    0.035
4263.066	    0.092
4263.832	    0.088
4264.598	    0.039
4265.364	    0.054
4266.130	    0.055
4266.897	    0.047
4267.664	    0.037
4268.430	    0.050
4269.197	    0.068
4269.964	    0.053
4270.731	    0.019
4271.499	    0.034
4272.266	    0.093
4273.034	    0.096
4273.801	    0.067
4274.569	    0.079
4275.337	    0.075
4276.105	    0.056
4276.874	    0.044
4277.642	    0.044
4278.411	    0.017
4279.179	    0.079
4279.948	    0.087
4280.717	    0.073
4281.486	    0.023
4282.255	    0.017
4283.025	    0.012
4283.794	    0.029
4284.564	    0.075
4285.334	    0.109
4286.104	    0.095
4286.874	    0.056
4287.644	    0.077
4288.414	    0.056
4289.185	    0.009
4289.955	    0.030
4290.726	    0.075
4291.497	    0.047
4292.268	    0.057
4293.039	    0.046
4293.811	    0.017
4294.582	    0.142
4295.354	    0.112
4296.125	    0.023
4296.897	    0.106
4297.669	    0.098
4298.441	    0.092
4299.214	    0.012
4299.986	    0.091
4300.759	    0.103
4301.531	    0.036
4302.304	    0.088
4303.077	    0.103
4303.850	    0.091
4304.623	    0.049
4305.397	    0.034
4306.170	    0.026
4306.944	    0.051
4307.718	    0.075
4308.492	    0.079
4309.266	    0.082
4310.040	    0.068
4310.814	    0.051
4311.589	    0.019
4312.364	    0.074
4313.138	    0.089
4313.913	    0.081
4314.688	    0.043
4315.464	    0.067
4316.239	    0.017
4317.014	    0.079
4317.790	    0.102
4318.566	    0.043
4319.342	    0.039
4320.118	    0.071
4320.894	    0.112
4321.670	    0.074
4322.447	    0.015
4323.223	    0.040
4324.000	    0.087
4324.777	    0.026
4325.554	    0.074
4326.331	    0.040
4327.108	    0.072
4327.886	    0.100
4328.663	    0.076
4329.441	    0.072
4330.219	    0.043
4330.997	    0.073
4331.775	    0.119
4332.553	    0.090
4333.332	    0.051
4334.110	    0.019
4334.889	    0.083
4335.668	    0.021
4336.447	    0.009
4337.226	    0.031
4338.005	    0.089
4338.784	    0.036
4339.564	    0.066
