WV      	 Sigma   
4184.326	    0.046
4185.077	    0.029
4185.828	    0.060
4186.580	    0.077
4187.331	    0.017
4188.083	    0.017
4188.835	    0.042
4189.586	    0.080
4190.339	    0.052
4191.091	    0.069
4191.843	    0.082
4192.595	    0.090
4193.348	    0.034
4194.101	    0.056
4194.853	    0.074
4195.606	    0.086
4196.359	    0.051
4197.113	    0.054
4197.866	    0.065
4198.620	    0.097
4199.373	    0.012
4200.127	    0.081
4200.881	    0.104
4201.635	    0.074
4202.389	    0.029
4203.143	    0.045
4203.898	    0.051
4204.652	    0.029
4205.407	    0.082
4206.162	    0.126
4206.917	    0.132
4207.672	    0.034
4208.427	    0.118
4209.183	    0.109
4209.938	    0.083
4210.694	    0.034
4211.450	    0.040
4212.206	    0.036
4212.962	    0.072
4213.718	    0.099
4214.474	    0.090
4215.231	    0.094
4215.987	    0.083
4216.744	    0.043
4217.501	    0.078
4218.258	    0.024
4219.015	    0.070
4219.773	    0.017
4220.530	    0.059
4221.288	    0.093
4222.045	    0.102
4222.803	    0.061
4223.561	    0.060
4224.319	    0.060
4225.077	    0.066
4225.836	    0.088
4226.594	    0.066
4227.353	    0.040
4228.112	    0.034
4228.871	    0.070
4229.630	    0.081
4230.389	    0.048
4231.148	    0.068
4231.908	    0.069
4232.667	    0.084
4233.427	    0.119
4234.187	    0.131
4234.947	    0.120
4235.707	    0.118
4236.468	    0.138
4237.228	    0.126
4237.989	    0.060
4238.749	    0.060
4239.510	    0.095
4240.271	    0.100
4241.032	    0.061
4241.793	    0.109
4242.555	    0.046
4243.316	    0.048
4244.078	    0.049
4244.840	    0.074
4245.602	    0.115
4246.364	    0.129
4247.126	    0.130
4247.888	    0.094
4248.651	    0.084
4249.413	    0.106
4250.176	    0.129
4250.939	    0.116
4251.702	    0.107
4252.465	    0.110
4253.229	    0.116
4253.992	    0.114
4254.756	    0.084
4255.519	    0.072
4256.283	    0.070
4257.047	    0.080
4257.811	    0.110
4258.575	    0.104
4259.340	    0.083
4260.104	    0.036
4260.869	    0.029
4261.634	    0.045
4262.399	    0.045
4263.164	    0.081
4263.929	    0.038
4264.695	    0.042
4265.460	    0.027
4266.226	    0.034
4266.991	    0.027
4267.757	    0.038
4268.523	    0.038
4269.290	    0.080
4270.056	    0.055
4270.822	    0.086
4271.589	    0.093
4272.356	    0.071
4273.123	    0.049
4273.890	    0.089
4274.657	    0.056
4275.424	    0.119
4276.191	    0.074
4276.959	    0.049
4277.727	    0.086
4278.494	    0.099
4279.262	    0.089
4280.031	    0.105
4280.799	    0.117
4281.567	    0.127
4282.336	    0.132
4283.104	    0.057
4283.873	    0.089
4284.642	    0.116
4285.411	    0.136
4286.180	    0.100
4286.950	    0.086
4287.719	    0.065
4288.489	    0.048
4289.259	    0.090
4290.029	    0.087
4290.799	    0.062
4291.569	    0.048
4292.339	    0.086
4293.110	    0.034
4293.880	    0.045
4294.651	    0.029
4295.422	    0.062
4296.193	    0.029
4296.964	    0.095
4297.735	    0.113
4298.507	    0.109
4299.278	    0.132
4300.050	    0.114
4300.822	    0.096
4301.594	    0.078
4302.366	    0.057
4303.138	    0.115
4303.910	    0.146
4304.683	    0.149
4305.456	    0.088
4306.229	    0.133
4307.001	    0.120
4307.775	    0.110
4308.548	    0.114
4309.321	    0.160
4310.095	    0.120
4310.868	    0.088
4311.642	    0.067
4312.416	    0.074
4313.190	    0.091
4313.964	    0.094
4314.739	    0.095
4315.513	    0.098
4316.288	    0.091
4317.062	    0.109
4317.837	    0.124
4318.612	    0.133
4319.388	    0.158
4320.163	    0.149
4320.938	    0.132
4321.714	    0.103
4322.490	    0.029
4323.266	    0.048
4324.042	    0.042
4324.818	    0.094
4325.594	    0.133
4326.370	    0.114
4327.147	    0.090
4327.924	    0.036
4328.700	    0.088
4329.477	    0.090
4330.255	    0.065
4331.032	    0.094
4331.809	    0.100
4332.587	    0.135
4333.364	    0.142
4334.142	    0.116
4334.920	    0.091
4335.698	    0.110
4336.477	    0.117
4337.255	    0.130
4338.034	    0.118
4338.812	    0.079
4339.591	    0.090
4340.370	    0.027
4341.149	    0.097
4341.928	    0.122
4342.708	    0.029
4343.487	    0.086
4344.267	    0.042
4345.046	    0.038
4345.826	    0.036
4346.606	    0.102
4347.387	    0.123
4348.167	    0.112
4348.947	    0.082
4349.728	    0.069
4350.509	    0.076
4351.290	    0.089
4352.071	    0.085
4352.852	    0.029
4353.633	    0.113
4354.415	    0.119
4355.196	    0.112
4355.978	    0.102
4356.760	    0.122
4357.542	    0.124
4358.324	    0.131
4359.106	    0.132
4359.889	    0.114
4360.671	    0.119
4361.454	    0.141
4362.237	    0.133
4363.020	    0.098
4363.803	    0.102
4364.587	    0.090
4365.370	    0.104
4366.153	    0.113
4366.937	    0.092
4367.721	    0.094
4368.505	    0.080
4369.289	    0.082
4370.073	    0.102
4370.858	    0.156
4371.642	    0.153
4372.427	    0.141
4373.212	    0.142
4373.997	    0.177
4374.782	    0.126
4375.567	    0.114
4376.353	    0.110
4377.138	    0.116
4377.924	    0.145
4378.710	    0.169
4385.001	    0.176
4385.788	    0.119
4386.576	    0.125
4387.363	    0.146
4388.151	    0.167
4388.938	    0.149
4389.726	    0.144
4390.514	    0.141
4391.302	    0.136
4392.090	    0.123
4392.879	    0.134
4393.667	    0.152
4394.456	    0.159
4395.245	    0.155
4396.033	    0.172
4396.823	    0.160
4397.612	    0.148
4398.401	    0.137
4399.191	    0.126
4399.980	    0.152
4400.770	    0.161
4401.560	    0.150
4402.350	    0.128
4403.140	    0.148
4403.931	    0.143
4404.721	    0.141
4405.512	    0.144
4406.302	    0.153
4407.093	    0.160
4407.884	    0.154
4408.676	    0.142
4409.467	    0.129
